City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Kanpur,2018-10-05,68.05,39.25,66.55,67.31,2.45,12.88,19.12,68.0,Satisfactory
Kanpur,2018-10-06,85.25,23.64,72.18,62.05,2.59,12.41,21.79,85.0,Satisfactory
Kanpur,2018-10-07,106.04,13.03,64.3,44.12,2.46,13.08,24.09,106.0,Moderate
Kanpur,2018-10-08,98.36,46.33,80.69,80.56,2.36,15.32,22.5,98.0,Satisfactory
Kanpur,2018-10-09,86.95,46.79,80.27,80.72,2.32,10.48,25.11,87.0,Satisfactory
Kanpur,2018-10-10,77.55,9.47,47.08,32.28,1.48,6.55,30.34,78.0,Satisfactory
Kanpur,2018-10-11,87.15,14.85,48.0,36.98,1.59,5.52,27.43,87.0,Satisfactory
Kanpur,2018-10-12,68.09,18.16,56.48,44.48,1.8,5.58,24.27,68.0,Satisfactory
Kanpur,2018-10-13,61.79,20.83,68.83,53.22,2.02,7.6,18.45,69.0,Satisfactory
Kanpur,2018-10-14,89.56,15.92,74.6,52.6,2.69,6.36,27.97,90.0,Satisfactory
Kanpur,2018-10-15,154.71,70.09,110.6,115.81,2.5,25.75,21.89,155.0,Moderate
Kanpur,2018-10-16,115.57,82.21,101.77,120.97,2.47,11.91,21.78,121.0,Moderate
Kanpur,2018-10-17,106.84,53.0,98.7,94.08,2.76,9.34,21.03,107.0,Moderate
Kanpur,2018-10-18,199.65,105.87,84.47,130.93,2.52,17.65,22.85,200.0,Moderate
Kanpur,2018-10-19,118.61,43.06,71.82,73.21,3.64,11.16,16.82,119.0,Moderate
Kanpur,2018-10-20,155.88,59.1,80.04,90.55,2.94,13.9,24.44,156.0,Moderate
Kanpur,2018-10-21,127.66,4.37,58.24,34.51,1.81,8.27,28.5,128.0,Moderate
Kanpur,2018-10-22,130.59,27.95,68.63,59.23,2.5,7.93,31.62,131.0,Moderate
Kanpur,2018-10-23,271.48,32.42,99.04,79.01,3.33,33.16,31.13,271.0,Poor
Kanpur,2018-10-24,223.46,52.1,101.08,96.05,3.51,33.23,28.62,223.0,Poor
Kanpur,2018-10-25,245.87,14.69,102.6,66.49,3.61,12.69,30.66,246.0,Poor
Kanpur,2018-10-26,223.64,37.53,88.77,77.34,1.95,10.7,38.04,224.0,Poor
Kanpur,2018-10-27,326.43,34.24,89.66,79.54,3.6,12.33,34.0,326.0,Very Poor
Kanpur,2018-10-28,283.18,25.57,85.43,66.23,4.16,10.05,32.84,283.0,Poor
Kanpur,2018-10-29,299.67,77.81,93.86,112.84,2.42,13.17,27.98,300.0,Poor
Kanpur,2018-10-30,246.6,45.54,97.45,88.86,4.48,10.44,23.41,247.0,Poor
Kanpur,2018-10-31,265.15,94.11,91.98,125.37,2.1,11.85,24.85,265.0,Poor
Kanpur,2018-11-01,270.14,92.07,102.81,129.54,2.86,12.79,25.36,270.0,Poor
Kanpur,2018-11-02,313.0,76.97,120.02,124.97,2.7,12.69,23.11,313.0,Very Poor
Kanpur,2018-11-03,212.5,17.2,86.73,59.84,2.25,9.49,26.64,212.0,Poor
Kanpur,2018-11-04,228.94,4.94,66.84,39.46,1.83,6.03,28.83,229.0,Poor
Kanpur,2018-11-05,207.22,4.98,74.1,43.1,2.38,6.32,31.36,207.0,Poor
Kanpur,2018-11-06,192.31625,36.163333333333334,106.49333333333334,85.78,3.79,12.596666666666668,27.013333333333332,192.0,Moderate
Kanpur,2018-11-07,177.4125,67.34666666666666,138.88666666666666,128.46,5.2,18.873333333333335,22.666666666666664,177.0,Moderate
Kanpur,2018-11-08,162.50875,98.53,171.28,171.14,6.61,25.15,18.32,171.0,Moderate
Kanpur,2018-11-09,147.605,68.27,138.5,129.17,4.38,19.3,34.54,148.0,Moderate
Kanpur,2018-11-10,132.70125000000002,73.95,141.64,134.13,3.36,16.55,39.1,142.0,Moderate
Kanpur,2018-11-11,117.7975,57.53,133.66,117.81,3.34,13.34,37.35,134.0,Moderate
Kanpur,2018-11-12,102.89375,116.54,172.68,186.6,3.44,14.62,26.03,187.0,Moderate
Kanpur,2018-11-13,87.99,66.78,157.33,137.68,2.79,14.09,25.83,157.0,Moderate
Kanpur,2018-11-14,139.69,38.94,76.09,71.11,2.83,11.69,26.0,140.0,Moderate
Kanpur,2018-11-15,140.41,50.37,80.23,86.72,2.24,14.12,31.29,140.0,Moderate
Kanpur,2018-11-16,99.02,17.12,59.28,44.04,1.66,7.94,50.39,99.0,Satisfactory
Kanpur,2018-11-17,151.51,26.16,88.02,66.48,2.59,21.81,59.35,152.0,Moderate
Kanpur,2018-11-18,228.12,37.15,117.9,91.52,3.17,19.88,51.34,228.0,Poor
Kanpur,2018-11-19,182.9,30.21,105.34,79.44,2.65,15.19,69.26,183.0,Moderate
Kanpur,2018-11-20,202.28,86.32,117.51,131.16,1.87,17.83,53.18,202.0,Poor
Kanpur,2018-11-21,246.51,131.49,130.61,175.36,3.22,46.3,44.08,247.0,Poor
Kanpur,2018-11-22,183.79,106.71,124.2,151.56,1.95,18.84,52.78,184.0,Moderate
Kanpur,2018-11-23,144.51,30.66,105.17,80.82,2.67,19.9,55.83,145.0,Moderate
Kanpur,2018-11-24,122.18,37.74,83.63,75.1,2.54,14.25,61.7,122.0,Moderate
Kanpur,2018-11-25,137.66,34.53,105.5,84.12,2.93,12.51,47.39,138.0,Moderate
Kanpur,2018-11-26,208.37,76.53,122.52,127.33,1.65,15.5,56.15,208.0,Poor
Kanpur,2018-11-27,211.36,75.1,112.85,121.07,2.84,16.15,46.26,211.0,Poor
Kanpur,2018-11-28,189.13,54.85,101.76,96.75,2.96,11.18,45.42,189.0,Moderate
Kanpur,2018-11-29,157.23,63.45,92.11,116.06,1.85,13.68,38.07,157.0,Moderate
Kanpur,2018-11-30,233.62,69.67,114.77,117.32,2.44,13.05,50.35,234.0,Poor
Kanpur,2018-12-01,172.49,95.84,106.35,131.97,2.05,13.66,48.74,172.0,Moderate
Kanpur,2018-12-02,186.14,179.16,130.43,215.04,3.42,18.99,35.24,215.0,Poor
Kanpur,2018-12-03,215.34,106.05,143.45,162.53,2.74,40.67,40.71,215.0,Poor
Kanpur,2018-12-04,225.61,89.6,142.05,148.31,3.12,18.01,42.11,226.0,Poor
Kanpur,2018-12-05,206.89,113.57,133.39,153.54,1.47,20.85,51.47,207.0,Poor
Kanpur,2018-12-06,344.11,168.36,153.02,216.44,3.75,39.91,30.36,344.0,Very Poor
Kanpur,2018-12-07,179.12,66.38,115.89,115.55,3.22,16.52,35.61,179.0,Moderate
Kanpur,2018-12-08,234.69,114.32,125.62,155.82,2.09,25.02,43.2,235.0,Poor
Kanpur,2018-12-09,233.86,106.28,124.48,152.62,2.54,21.1,40.3,234.0,Poor
Kanpur,2018-12-10,262.27,95.63,124.98,144.23,3.58,17.54,36.04,262.0,Poor
Kanpur,2018-12-11,249.69,84.72,111.67,117.14,2.2,15.52,35.11,250.0,Poor
Kanpur,2018-12-12,207.59,21.76,95.18,68.29,2.34,10.86,36.97,208.0,Poor
Kanpur,2018-12-13,140.78,12.67,74.03,49.67,1.73,7.09,32.2,141.0,Moderate
Kanpur,2018-12-14,123.58,25.42,72.28,58.65,1.8,8.26,38.14,124.0,Moderate
Kanpur,2018-12-15,144.33,110.69,85.33,135.3,2.08,15.03,40.85,144.0,Moderate
Kanpur,2018-12-16,165.78,99.29,103.64,133.93,2.36,15.68,43.75,166.0,Moderate
Kanpur,2018-12-17,207.36,68.52,104.18,111.12,3.52,17.36,41.1,207.0,Poor
Kanpur,2018-12-18,166.99,63.5,102.08,104.8,2.79,13.18,35.69,167.0,Moderate
Kanpur,2018-12-19,217.28,67.03,103.37,108.78,2.15,47.09,51.17,217.0,Poor
Kanpur,2018-12-20,211.52,68.38,103.61,110.66,2.17,32.39,49.23,212.0,Poor
Kanpur,2018-12-21,255.8,92.01,104.7,129.24,1.77,33.56,46.74,256.0,Poor
Kanpur,2018-12-22,323.82,101.38,119.72,146.11,3.41,33.46,39.45,324.0,Very Poor
Kanpur,2018-12-23,230.89,83.29,88.33,113.21,1.99,14.84,53.56,231.0,Poor
Kanpur,2018-12-24,234.19,103.09,104.66,138.34,2.37,17.86,45.07,234.0,Poor
Kanpur,2018-12-25,201.65,33.05,91.96,75.7,2.29,16.1,54.22,202.0,Poor
Kanpur,2018-12-26,246.49,89.23,93.25,122.21,2.04,18.16,48.17,246.0,Poor
Kanpur,2018-12-27,222.04,74.25,102.13,114.64,2.48,23.58,41.96,222.0,Poor
Kanpur,2018-12-28,167.22,16.46,76.77,54.2,1.68,14.05,54.1,167.0,Moderate
Kanpur,2018-12-29,247.31,83.73,89.21,115.54,1.35,17.11,52.98,247.0,Poor
Kanpur,2018-12-30,341.02,93.39,124.28,136.12,2.48,26.98,39.68,341.0,Very Poor
Kanpur,2018-12-31,296.63,82.78,127.08,134.9,2.37,18.58,43.98,297.0,Poor
Kanpur,2019-01-01,328.47,63.01,120.76,106.1,1.72,53.02,42.14,328.0,Very Poor
Kanpur,2019-01-02,372.32,115.18,137.42,162.48,3.18,48.28,34.16,372.0,Very Poor
Kanpur,2019-01-03,266.47,59.76,114.26,109.36,2.88,11.49,40.12,266.0,Poor
Kanpur,2019-01-04,323.82,78.69,98.49,110.01,1.56,25.11,48.13,324.0,Very Poor
Kanpur,2019-01-05,250.78,31.76,96.57,76.96,2.42,13.12,43.53,251.0,Poor
Kanpur,2019-01-06,246.27,5.03,52.54,32.03,2.05,10.64,57.19,246.0,Poor
Kanpur,2019-01-07,131.2,49.48,68.99,76.92,2.02,8.49,33.44,131.0,Moderate
Kanpur,2019-01-08,139.58,22.38,72.44,56.69,1.63,6.97,46.47,140.0,Moderate
Kanpur,2019-01-09,145.93,23.68,70.58,56.8,1.89,12.88,52.98,146.0,Moderate
Kanpur,2019-01-10,199.26,81.61,88.63,113.46,1.3,27.33,48.16,199.0,Moderate
Kanpur,2019-01-11,317.51,122.75,118.27,160.64,2.5,21.79,40.76,318.0,Very Poor
Kanpur,2019-01-12,345.31,96.81,120.1,142.13,2.61,13.91,41.35,345.0,Very Poor
Kanpur,2019-01-13,272.72,16.34,94.35,63.46,2.83,9.75,42.33,273.0,Poor
Kanpur,2019-01-14,145.11,7.76,53.91,34.98,1.36,5.5,52.94,145.0,Moderate
Kanpur,2019-01-15,112.62,33.03,73.96,66.19,1.72,26.41,54.94,113.0,Moderate
Kanpur,2019-01-16,288.71,112.43,127.63,158.3,2.5,40.38,47.56,289.0,Poor
Kanpur,2019-01-17,275.85,74.09,114.22,128.8,3.34,15.95,40.53,276.0,Poor
Kanpur,2019-01-18,209.49,40.0,95.92,83.53,2.82,13.87,47.79,209.0,Poor
Kanpur,2019-01-19,245.06,75.8,112.27,121.34,1.8,31.45,53.53,245.0,Poor
Kanpur,2019-01-20,280.66,90.23,121.68,132.87,2.54,46.64,39.28,281.0,Poor
Kanpur,2019-01-21,149.94,14.08,82.61,55.39,2.06,16.7,57.34,150.0,Moderate
Kanpur,2019-01-22,202.83,11.33,62.64,42.53,2.36,11.96,64.99,203.0,Poor
Kanpur,2019-01-23,122.34,13.21,55.22,40.11,1.43,8.54,40.54,122.0,Moderate
Kanpur,2019-01-24,130.1,33.78,76.13,67.96,2.52,9.6,33.83,130.0,Moderate
Kanpur,2019-01-25,112.51,21.56,54.39,46.47,1.78,5.82,22.85,113.0,Moderate
Kanpur,2019-01-26,87.0,5.55,52.2,17.3,2.51,13.315,34.35,87.0,Satisfactory
Kanpur,2019-01-27,96.57,13.42,71.23,38.81,2.67,20.81,37.32666666666667,97.0,Satisfactory
Kanpur,2019-01-28,106.14,21.29,90.26,60.32000000000001,2.83,28.305,40.303333333333335,106.0,Moderate
Kanpur,2019-01-29,115.71,29.16,109.29,81.83,2.99,35.8,43.28,116.0,Moderate
Kanpur,2019-01-30,161.05,78.41,97.7,115.68,1.23,21.81,48.19,161.0,Moderate
Kanpur,2019-01-31,144.52,17.3,94.0,64.06,2.46,11.39,40.95,145.0,Moderate
Kanpur,2019-02-01,145.6,13.08,80.29,53.34,2.22,21.24,51.34,146.0,Moderate
Kanpur,2019-02-02,150.81,9.81,65.27,42.67,1.9,8.42,50.89,151.0,Moderate
Kanpur,2019-02-03,163.35,21.22,64.78,51.71,2.18,5.38,35.41,163.0,Moderate
Kanpur,2019-02-04,179.92,68.18,73.04,94.23,2.3,8.19,34.82,180.0,Moderate
Kanpur,2019-02-05,233.68,111.71,109.26,149.76,2.44,16.86,32.44,234.0,Poor
Kanpur,2019-02-06,178.97,33.89,71.14,65.39,2.13,7.53,23.67,179.0,Moderate
Kanpur,2019-02-07,73.52,11.35,45.21,33.22,1.35,6.02,35.99,74.0,Satisfactory
Kanpur,2019-02-08,88.52,21.04,70.86,54.79,1.56,11.81,33.29,89.0,Satisfactory
Kanpur,2019-02-09,63.6,21.63,57.17,48.0,0.96,14.21,50.89,64.0,Satisfactory
Kanpur,2019-02-10,96.82,37.12,73.51,69.24,2.06,13.03,51.23,97.0,Satisfactory
Kanpur,2019-02-11,147.36,100.79,97.99,133.17,1.99,19.58,48.09,147.0,Moderate
Kanpur,2019-02-12,211.61,87.65,123.17,142.7,4.07,19.74,49.65,212.0,Poor
Kanpur,2019-02-13,195.78,51.85,90.76,90.43,2.41,15.78,54.88,196.0,Moderate
Kanpur,2019-02-14,158.57,20.4,73.89,55.89,2.16,9.82,28.17,159.0,Moderate
Kanpur,2019-02-15,75.95,19.36,41.69,37.92,1.13,10.18,49.77,76.0,Satisfactory
Kanpur,2019-02-16,85.11,7.21,46.52,30.59,1.14,4.94,39.66,85.0,Satisfactory
Kanpur,2019-02-17,91.74,6.37,50.49,32.0,1.28,5.6,46.54,92.0,Satisfactory
Kanpur,2019-02-18,91.06,22.11,69.22,54.75,1.56,15.6,55.33,91.0,Satisfactory
Kanpur,2019-02-19,105.47,84.27,91.83,126.12,1.59,18.74,35.41,126.0,Moderate
Kanpur,2019-02-20,111.06,32.27,78.18,67.82,2.2,9.79,36.09,111.0,Moderate
Kanpur,2019-02-21,95.69,26.62,60.97,54.05,1.59,10.36,42.92,96.0,Satisfactory
Kanpur,2019-02-22,71.99,13.24,45.72,35.07,1.27,8.34,53.77,72.0,Satisfactory
Kanpur,2019-02-23,42.66,11.17,42.17,31.45,0.78,7.33,65.88,66.0,Satisfactory
Kanpur,2019-02-24,66.83,10.78,59.02,40.16,1.34,19.9,56.29,67.0,Satisfactory
Kanpur,2019-02-25,121.67,53.48,86.1,89.26,1.81,16.79,55.7,122.0,Moderate
Kanpur,2019-02-26,49.24,6.9,42.13,27.97,1.13,7.64,58.83,59.0,Satisfactory
Kanpur,2019-02-27,26.61,15.8,36.08,31.97,0.8,10.5,58.39,58.0,Satisfactory
Kanpur,2019-02-28,37.37,20.48,50.04,43.24,1.29,5.52,50.2,50.0,Good
Kanpur,2019-03-01,88.21,43.64,72.63,74.11,2.2,14.14,51.39,88.0,Satisfactory
Kanpur,2019-03-02,107.04,26.58,74.65,61.31,2.05,11.75,45.94,107.0,Moderate
Kanpur,2019-03-03,70.02,12.87,42.23,32.85,1.44,6.46,42.25,70.0,Satisfactory
Kanpur,2019-03-04,72.08,27.9,56.7,52.79,1.85,11.03,37.48,72.0,Satisfactory
Kanpur,2019-03-05,60.28,15.75,44.42,36.44,1.0,5.12,54.76,60.0,Satisfactory
Kanpur,2019-03-06,47.42,16.34,49.24,40.32,0.99,6.47,59.46,59.0,Satisfactory
Kanpur,2019-03-07,67.29,41.76,74.36,73.42,1.8,17.57,56.43,74.0,Satisfactory
Kanpur,2019-03-08,80.58,30.8,83.43,69.41,2.38,23.73,53.63,83.0,Satisfactory
Kanpur,2019-03-09,87.84,14.85,77.84,53.47,1.81,29.55,51.51,88.0,Satisfactory
Kanpur,2019-03-10,51.23,5.02,43.0,26.92,0.97,8.55,70.26,70.0,Satisfactory
Kanpur,2019-03-11,63.22,15.51,55.95,42.31,1.38,10.79,67.31,67.0,Satisfactory
Kanpur,2019-03-12,64.6,14.53,55.71,41.35,1.16,9.65,63.61,65.0,Satisfactory
Kanpur,2019-03-13,53.78,6.03,47.77,30.18,1.1,7.87,69.8,70.0,Satisfactory
Kanpur,2019-03-14,70.64,25.71,58.84,60.81,1.47,11.19,53.06,71.0,Satisfactory
Kanpur,2019-03-15,36.23,5.67,33.64,22.49,0.84,5.71,67.71,68.0,Satisfactory
Kanpur,2019-03-16,45.71,22.82,28.16,32.91,0.58,8.75,70.23,70.0,Satisfactory
Kanpur,2019-03-17,51.76,34.07333333333333,50.68333333333334,54.25,1.4566666666666666,10.423333333333334,67.50333333333333,68.0,Satisfactory
Kanpur,2019-03-18,57.81,45.32666666666667,73.20666666666668,75.59,2.333333333333333,12.096666666666666,64.77666666666667,76.0,Satisfactory
Kanpur,2019-03-19,63.86,56.58,95.73,96.93,3.21,13.77,62.05,97.0,Satisfactory
Kanpur,2019-03-20,95.86,34.48,73.61,67.08,2.32,17.68,50.34,96.0,Satisfactory
Kanpur,2019-03-21,79.44,4.05,35.03,21.91,1.98,9.97,61.35,79.0,Satisfactory
Kanpur,2019-03-22,37.16,3.94,26.18,17.12,0.74,8.53,70.17,70.0,Satisfactory
Kanpur,2019-03-23,31.05,10.61,32.16,25.58,0.64,9.94,83.23,83.0,Satisfactory
Kanpur,2019-03-24,52.27,27.45,57.12,52.21,2.15,23.69,60.24,60.0,Satisfactory
Kanpur,2019-03-25,116.59,86.44,86.48,116.27,2.91,20.64,32.95,117.0,Moderate
Kanpur,2019-03-26,97.38666666666667,61.05,86.94666666666667,95.84666666666666,3.22,16.53,33.31,97.0,Satisfactory
Kanpur,2019-03-27,78.18333333333334,35.66,87.41333333333333,75.42333333333333,3.53,12.42,33.67,87.0,Satisfactory
Kanpur,2019-03-28,58.98,10.27,87.88,55.0,3.84,8.31,34.03,88.0,Satisfactory
Kanpur,2019-03-29,102.12,52.54,87.32,88.9,2.41,9.57,31.53,102.0,Moderate
Kanpur,2019-03-30,111.16,32.61,96.88,76.88,3.17,8.72,26.69,111.0,Moderate
Kanpur,2019-03-31,60.79,2.96,56.74,32.41,2.35,6.55,30.57,61.0,Satisfactory
Kanpur,2019-04-01,52.94,4.83,60.62,36.14,2.25,8.39,39.43,61.0,Satisfactory
Kanpur,2019-04-02,53.82,5.45,55.2,33.79,2.05,5.79,40.79,55.0,Satisfactory
Kanpur,2019-04-03,83.54,17.7,79.72,56.53,2.6,9.98,36.66,84.0,Satisfactory
Kanpur,2019-04-04,87.55,12.15,74.47,51.13,2.86,6.75,38.26,88.0,Satisfactory
Kanpur,2019-04-05,81.46,5.57,63.06,38.02,2.57,7.1,43.4,81.0,Satisfactory
Kanpur,2019-04-06,81.47,14.86,56.34,41.97,2.36,6.02,33.78,81.0,Satisfactory
Kanpur,2019-04-07,36.89,3.83,31.31,19.77,1.07,4.69,32.39,37.0,Good
Kanpur,2019-04-08,54.09,5.02,48.04,29.63,2.06,5.87,32.16,54.0,Satisfactory
Kanpur,2019-04-09,59.76,3.95,51.93,30.81,2.23,6.18,33.87,60.0,Satisfactory
Kanpur,2019-04-10,71.79,14.77,55.74,41.63,2.26,8.15,29.55,72.0,Satisfactory
Kanpur,2019-04-11,61.92,17.17,60.65,45.89,2.14,4.97,38.77,62.0,Satisfactory
Kanpur,2019-04-12,74.65,11.23,61.7,45.02,2.33,7.59,30.98,75.0,Satisfactory
Kanpur,2019-04-13,57.32,4.52,46.9,28.17,2.21,4.21,37.15,57.0,Satisfactory
Kanpur,2019-04-14,33.62,3.86,31.91,20.1,1.73,4.54,42.07,42.0,Good
Kanpur,2019-04-15,50.14,53.58,122.41,108.68,3.05,11.15,19.45,122.0,Moderate
Kanpur,2019-04-16,51.44,4.11,43.28,26.3,1.78,4.19,40.49,51.0,Satisfactory
Kanpur,2019-04-17,23.45,3.77,31.45,19.75,1.47,3.27,55.65,56.0,Satisfactory
Kanpur,2019-04-18,31.21,13.38,39.32,30.97,1.7,4.06,46.5,46.0,Good
Kanpur,2019-04-19,39.47,13.68,41.54,36.04,1.36,7.06,49.13,49.0,Good
Kanpur,2019-04-20,70.48,4.16,54.1,32.15,1.76,5.6,56.28,70.0,Satisfactory
Kanpur,2019-04-21,73.99,7.61,69.86,43.32,2.95,10.53,48.14,74.0,Satisfactory
Kanpur,2019-04-22,73.11,8.83,89.2,54.61,3.06,5.29,37.64,89.0,Satisfactory
Kanpur,2019-04-23,77.24,4.6,50.41,30.51,1.66,9.88,94.88,95.0,Satisfactory
Kanpur,2019-04-24,69.63,13.12,42.58,33.11,1.18,16.85,109.13,109.0,Moderate
Kanpur,2019-04-25,75.02,18.48,63.77,48.84,1.75,16.54,88.91,89.0,Satisfactory
Kanpur,2019-04-26,82.99,8.72,62.37,40.26,1.36,14.74,79.46,83.0,Satisfactory
Kanpur,2019-04-27,50.97,17.9,56.09,44.07,1.11,12.52,68.78,69.0,Satisfactory
Kanpur,2019-04-28,61.24,13.14,57.75,41.4,1.14,21.45,74.68,75.0,Satisfactory
Kanpur,2019-04-29,59.56,35.23,61.9,61.57,1.69,17.44,74.08,74.0,Satisfactory
Kanpur,2019-04-30,78.59,15.78,76.35,53.39,1.62,16.85,81.08,81.0,Satisfactory
Kanpur,2019-05-01,87.44,26.02,70.38,58.59,1.58,18.36,79.58,87.0,Satisfactory
Kanpur,2019-05-02,84.32,20.74,56.12,46.01,1.45,12.7,71.32,84.0,Satisfactory
Kanpur,2019-05-03,57.37,15.13,52.53,40.25,1.06,12.35,71.11,71.0,Satisfactory
Kanpur,2019-05-04,58.48,8.8,64.94,41.7,1.24,14.0,69.18,69.0,Satisfactory
Kanpur,2019-05-05,63.16,14.49,86.29,57.68,1.52,20.12,74.09,86.0,Satisfactory
Kanpur,2019-05-06,66.06,15.36,85.63,58.02,1.54,28.73,64.56,86.0,Satisfactory
Kanpur,2019-05-07,97.95,79.21,99.9,117.33,1.64,63.65,55.22,117.0,Moderate
Kanpur,2019-05-08,96.32,25.34,93.48,70.33,1.74,35.05,41.96,96.0,Satisfactory
Kanpur,2019-05-09,67.54,26.21,69.76,58.41,1.25,16.55,44.01,70.0,Satisfactory
Kanpur,2019-05-10,61.74,25.18,69.62,57.5,1.31,20.69,46.83,70.0,Satisfactory
Kanpur,2019-05-11,67.29,17.24,78.96,60.08,1.39,26.13,59.28,79.0,Satisfactory
Kanpur,2019-05-12,80.41,4.63,39.96,25.01,0.94,12.27,105.32,105.0,Moderate
Kanpur,2019-05-13,97.03,5.56,51.14,31.72,0.9,29.6,79.13,97.0,Satisfactory
Kanpur,2019-05-14,42.32,7.05,55.7,35.36,1.05,8.27,75.33,75.0,Satisfactory
Kanpur,2019-05-15,64.13,13.5,56.07,40.73,1.03,11.59,89.6,90.0,Satisfactory
Kanpur,2019-05-16,40.65,5.94,51.86,32.41,0.75,9.52,72.73,73.0,Satisfactory
